File Path,Filename,Artist,Title,Album,Year,YouTube Results,Best Match Score,Match Quality,Analysis
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/22 Richard Cheese Radio Announcement.mp3,22 Richard Cheese Radio Announcement.mp3,Richard Cheese,Richard Cheese Radio Announcement,I'd Like a Virgin,2004,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/09 Milkshake.mp3,09 Milkshake.mp3,Richard Cheese,Milkshake,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/21 P___y.mp3,21 P___y.mp3,Richard Cheese,P***y,I'd Like a Virgin,2004,5,64,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/06 Butterfly (Crazy Town).mp3,06 Butterfly (Crazy Town).mp3,Richard Cheese,Butterfly (Crazy Town),I'd Like a Virgin,2004,5,75,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/18 99 Lugtballons.mp3,18 99 Lugtballons.mp3,Richard Cheese,99 Lugtballons,I'd Like a Virgin,2004,5,91,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/12 Material Girl.mp3,12 Material Girl.mp3,Richard Cheese,Material Girl,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/21 Secret Hidden Track (The Tiger Story).mp3,21 Secret Hidden Track (The Tiger Story).mp3,Richard Cheese,Secret Hidden Track (The Tiger Story),I'd Like a Virgin,2004,5,74,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/15 Stand Up (Ludacris).mp3,15 Stand Up (Ludacris).mp3,Richard Cheese,Stand Up (Ludacris),I'd Like a Virgin,2004,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/05 A Message from the Other Dick (Clark) 1.mp3,05 A Message from the Other Dick (Clark) 1.mp3,Richard Cheese,A Message from the Other Dick (Clark),I'd Like a Virgin,2004,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/09 Milkshake (Kelis).mp3,09 Milkshake (Kelis).mp3,Richard Cheese,Milkshake (Kelis),I'd Like a Virgin,2004,5,75,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/11 Personal Jesus (Depeche Mode).mp3,11 Personal Jesus (Depeche Mode).mp3,Richard Cheese,Personal Jesus (Depeche Mode),I'd Like a Virgin,2004,5,81,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/07 Hey Ya.mp3,07 Hey Ya.mp3,Richard Cheese,Hey Ya,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/02 Yellow.mp3,02 Yellow.mp3,Richard Cheese,Yellow,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/10 Dick In Las Vegas (Live At Sunset Station).mp3,10 Dick In Las Vegas (Live At Sunset Station).mp3,Richard Cheese,Dick In Las Vegas (Live At Sunset Station),I'd Like a Virgin,2004,2,70,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/19 Rock the Casbah (The Clash).mp3,19 Rock the Casbah (The Clash).mp3,Richard Cheese,Rock the Casbah (The Clash),I'd Like a Virgin,2004,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/04 Are You Gonna Be My Girl.mp3,04 Are You Gonna Be My Girl.mp3,Richard Cheese,Are You Gonna Be My Girl,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/03 Girls Girls Girls.mp3,03 Girls Girls Girls.mp3,Richard Cheese,Girls Girls Girls,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/06 Butterfly.mp3,06 Butterfly.mp3,Richard Cheese,Butterfly,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/17 Feeling This.mp3,17 Feeling This.mp3,Richard Cheese,Feeling This,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/01 Gin and Juice (Snoop Doggy Dogg).mp3,01 Gin and Juice (Snoop Doggy Dogg).mp3,Richard Cheese,Gin and Juice (Snoop Doggy Dogg),I'd Like a Virgin,2004,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/20 Longview (Green Day).mp3,20 Longview (Green Day).mp3,Richard Cheese,Longview (Green Day),I'd Like a Virgin,2004,5,79,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/14 War Ensemble (Slayer).mp3,14 War Ensemble (Slayer).mp3,Richard Cheese,War Ensemble (Slayer),I'd Like a Virgin,2004,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/23 Really Secret Track.mp3,23 Really Secret Track.mp3,Richard Cheese,Really Secret Track,I'd Like a Virgin,2004,5,65,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/18 99 Luftballons (Nena).mp3,18 99 Luftballons (Nena).mp3,Richard Cheese,99 Luftballons (Nena),I'd Like a Virgin,2004,5,95,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/08 Beat It.mp3,08 Beat It.mp3,Richard Cheese,Beat It,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/04 Are You Gonna Be My Girl_ (Jet).mp3,04 Are You Gonna Be My Girl_ (Jet).mp3,Richard Cheese,Are You Gonna Be My Girl? (Jet),I'd Like a Virgin,2004,5,90,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/01 Gin and Juice.mp3,01 Gin and Juice.mp3,Richard Cheese,Gin and Juice,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/15 Stand Up.mp3,15 Stand Up.mp3,Richard Cheese,Stand Up,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/03 Girls Girls Girls (Mötley Crüe).mp3,03 Girls Girls Girls (Mötley Crüe).mp3,Richard Cheese,Girls Girls Girls (Mötley Crüe),I'd Like a Virgin,2004,5,93,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/19 Rock the Casbah.mp3,19 Rock the Casbah.mp3,Richard Cheese,Rock the Casbah,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/13 Beautiful (Live On NBC's Last Call with Carson Daly).mp3,13 Beautiful (Live On NBC's Last Call with Carson Daly).mp3,Richard Cheese,Beautiful (Live On NBC's Last Call with Carson Daly),I'd Like a Virgin,2004,1,60,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/20 Longview.mp3,20 Longview.mp3,Richard Cheese,Longview,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/10 Dick in Las Vegas (Live at Sunset Station) 1.mp3,10 Dick in Las Vegas (Live at Sunset Station) 1.mp3,Richard Cheese,Dick in Las Vegas (Live at Sunset Station),I'd Like a Virgin,2004,2,70,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/07 Hey Ya! (OutKast).mp3,07 Hey Ya! (OutKast).mp3,Richard Cheese,Hey Ya! (OutKast),I'd Like a Virgin,2004,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/11 Personal Jesus.mp3,11 Personal Jesus.mp3,Richard Cheese,Personal Jesus,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/05 A Message from the Other Dick (Clark).mp3,05 A Message from the Other Dick (Clark).mp3,Richard Cheese,A Message from the Other Dick (Clark),I'd Like a Virgin,2004,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/12 Material Girl (Madonna).mp3,12 Material Girl (Madonna).mp3,Richard Cheese,Material Girl (Madonna),I'd Like a Virgin,2004,5,82,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/09 Rape Me.mp3,09 Rape Me.mp3,Richard Cheese,Rape Me,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/04 Closer.mp3,04 Closer.mp3,Richard Cheese,Closer,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/01 Nookie_Break Stuff.mp3,01 Nookie_Break Stuff.mp3,Richard Cheese,Nookie/Break Stuff,Lounge Against The Machine,2000,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/05 Wrong Way.mp3,05 Wrong Way.mp3,Richard Cheese,Wrong Way,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/11 Smack My Bitch Up.mp3,11 Smack My Bitch Up.mp3,Richard Cheese,Smack My Bitch Up,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/13 Only Happy When It Rains.mp3,13 Only Happy When It Rains.mp3,Richard Cheese,Only Happy When It Rains,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/08 Last Resort.mp3,08 Last Resort.mp3,Richard Cheese,Last Resort,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/02 Guerilla Radio.mp3,02 Guerilla Radio.mp3,Richard Cheese,Guerilla Radio,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/12 Fight For Your Right.mp3,12 Fight For Your Right.mp3,Richard Cheese,Fight For Your Right,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/10 What's My Age Again.mp3,10 What's My Age Again.mp3,Richard Cheese,What's My Age Again,Lounge Against The Machine,2000,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/03 Come Out And Play.mp3,03 Come Out And Play.mp3,Richard Cheese,Come Out And Play,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/06 Bullet The Blue Sky.mp3,06 Bullet The Blue Sky.mp3,Richard Cheese,Bullet The Blue Sky,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/14 Suck My Kiss.mp3,14 Suck My Kiss.mp3,Richard Cheese,Suck My Kiss,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/15 Holiday In Cambodia.mp3,15 Holiday In Cambodia.mp3,Richard Cheese,Holiday In Cambodia,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/16 The Rockafeller Skank.mp3,16 The Rockafeller Skank.mp3,Richard Cheese,The Rockafeller Skank,Lounge Against The Machine,2000,5,94,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/Lounge Against The Machine/07 Creep.mp3,07 Creep.mp3,Richard Cheese,Creep,Lounge Against The Machine,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Vanessa Mae/Unknown Album/Classical Gas.mp3,Classical Gas.mp3,Vanessa Mae,Classical Gas,,,5,96,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Hypnotize/03 Kill Rock 'n Roll.mp3,03 Kill Rock 'n Roll.mp3,System of a Down,Kill Rock 'n Roll,Hypnotize,2005,5,96,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/10 Science.mp3,10 Science.mp3,System Of A Down,Science,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/09 Atwa.mp3,09 Atwa.mp3,System Of A Down,Atwa,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/11 Shimmy.mp3,11 Shimmy.mp3,System Of A Down,Shimmy,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/04 Jet Pilot.mp3,04 Jet Pilot.mp3,System Of A Down,Jet Pilot,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/06 Chop Suey!.mp3,06 Chop Suey!.mp3,System Of A Down,Chop Suey!,Toxicity,2001,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/14 Aerials.mp3,14 Aerials.mp3,System Of A Down,Aerials,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/05 X.mp3,05 X.mp3,System Of A Down,X,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/08 Forest.mp3,08 Forest.mp3,System Of A Down,Forest,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/12 Toxicity.mp3,12 Toxicity.mp3,System Of A Down,Toxicity,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/01 Prison Song.mp3,01 Prison Song.mp3,System Of A Down,Prison Song,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/03 Deer Dance.mp3,03 Deer Dance.mp3,System Of A Down,Deer Dance,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/07 Bounce.mp3,07 Bounce.mp3,System Of A Down,Bounce,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/13 Psycho.mp3,13 Psycho.mp3,System Of A Down,Psycho,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Toxicity/02 Needles.mp3,02 Needles.mp3,System Of A Down,Needles,Toxicity,2001,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/10 Old School Hollywood.mp3,10 Old School Hollywood.mp3,System Of A Down,Old School Hollywood,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/11 Lost in Hollywood.mp3,11 Lost in Hollywood.mp3,System Of A Down,Lost in Hollywood,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/04 Cigaro.mp3,04 Cigaro.mp3,System Of A Down,Cigaro,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/03 Revenga.mp3,03 Revenga.mp3,System Of A Down,Revenga,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/02 B.Y.O.B..mp3,02 B.Y.O.B..mp3,System Of A Down,B.Y.O.B.,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/06 This Cocaine Makes Me Feel Like I'm On This Song.mp3,06 This Cocaine Makes Me Feel Like I'm On This Song.mp3,System Of A Down,This Cocaine Makes Me Feel Like I'm On This Song,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/08 Question!.mp3,08 Question!.mp3,System Of A Down,Question!,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/09 Sad Statue.mp3,09 Sad Statue.mp3,System Of A Down,Sad Statue,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/05 Radio_Video.mp3,05 Radio_Video.mp3,System Of A Down,Radio/Video,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/07 Violent Pornography.mp3,07 Violent Pornography.mp3,System Of A Down,Violent Pornography,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/System of a Down/Mezmerize/01 Soldier Side - Intro.mp3,01 Soldier Side - Intro.mp3,System Of A Down,Soldier Side - Intro,Mezmerize,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Los Straitjackets/!Viva! Los Straitjackets/07 Espionage.mp3,07 Espionage.mp3,Los Straitjackets,Espionage,!Viva! Los Straitjackets,1996,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Los Straitjackets/!Viva! Los Straitjackets/13 Tsunami!.mp3,13 Tsunami!.mp3,Los Straitjackets,Tsunami!,!Viva! Los Straitjackets,1996,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Los Straitjackets/!Viva! Los Straitjackets/08 Swampfire.mp3,08 Swampfire.mp3,Los Straitjackets,Swampfire,!Viva! Los Straitjackets,1996,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Los Straitjackets/!Viva! Los Straitjackets/10 Lurking in the Shadows.mp3,10 Lurking in the Shadows.mp3,Los Straitjackets,Lurking in the Shadows,!Viva! Los Straitjackets,1996,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Los Straitjackets/!Viva! Los Straitjackets/09 Lawnmower.mp3,09 Lawnmower.mp3,Los Straitjackets,Lawnmower,!Viva! Los Straitjackets,1996,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Los Straitjackets/!Viva! Los Straitjackets/01 Cavalcade.mp3,01 Cavalcade.mp3,Los Straitjackets,Cavalcade,!Viva! Los Straitjackets,1996,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Los Straitjackets/!Viva! Los Straitjackets/14 Nightmare in Monte Cristo.mp3,14 Nightmare in Monte Cristo.mp3,Los Straitjackets,Nightmare in Monte Cristo,!Viva! Los Straitjackets,1996,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Los Straitjackets/!Viva! Los Straitjackets/11 Brains & Eggs.mp3,11 Brains & Eggs.mp3,Los Straitjackets,Brains & Eggs,!Viva! Los Straitjackets,1996,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Los Straitjackets/!Viva! Los Straitjackets/06 Pacifica.mp3,06 Pacifica.mp3,Los Straitjackets,Pacifica,!Viva! Los Straitjackets,1996,5,95,Excellent match,✅ Readily available
